,year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target,O3_lag1,O3_lag2,NO2_lag1,NO2_lag2,Spike
67466,2021.0,7.0,13.0,16.0,151.17,21.6,34.88,19.92,0.32,-2.59,-3.57,0.7943949609652238,1.6021887159533075,0.8251493094438223,116.67,80.78,19.93,11.4,23.7,38.25,1
162845,2024.0,3.0,13.0,12.0,0.01,121.84,22.47,7.16,-2.46,0.48,-1.89,0.7943949609652238,1.6021887159533075,0.8251493094438223,107.22,24.25,12.62,75.65,17.83,23.38,1
22179,2020.0,2.0,11.0,7.0,58.31,24.17,25.2,6.4,1.77,0.67,4.55,0.71,1.12,0.64,109.22,46.37,140.47,45.38,40.73,44.2,1
93091,2022.0,4.0,8.0,8.0,87.62,48.54,16.93,22.0,-1.56,0.5,0.39,0.92,2.07,0.44,139.75,26.42,103.35,68.25,15.68,22.78,1
42964,2020.0,10.0,9.0,9.0,117.99,13.7,22.99,20.53,-1.1,0.13,-1.54,0.77,1.52,0.5,154.58,15.28,168.43,54.95,16.38,11.73,1
67993,2021.0,7.0,17.0,12.0,191.34,12.46,34.11,9.27,-1.85,0.51,-1.28,0.7943949609652238,1.6021887159533075,0.8251493094438223,119.17,7.95,122.53,112.9,17.72,8.52,1
76489,2021.0,10.0,15.0,8.0,114.3,24.59,33.71,17.55,1.65,-1.22,-1.92,1.71,3.5,0.49,174.47,20.73,182.82,113.05,41.9,12.22,1
61501,2021.0,5.0,13.0,12.0,197.71,12.97,36.71,6.91,2.78,-3.36,-2.16,0.7943949609652238,1.6021887159533075,0.8251493094438223,114.38,2.83,90.65,88.05,15.17,20.88,1
89935,2022.0,3.0,2.0,11.0,86.27,134.86,31.53,11.35,0.11,-2.12,-1.14,0.7943949609652238,1.6021887159533075,0.8251493094438223,150.1,24.12,106.42,76.42,13.55,27.85,1
167115,2024.0,4.0,24.0,8.0,18.03,69.92,7.06,5.45,2.01,-0.82,0.27,0.47,0.78,0.61,121.22,16.95,84.65,117.35,12.93,14.93,1
1161,2019.0,7.0,19.0,11.0,11.1,67.05,25.63,18.04,0.18,-1.85,1.96,0.7943949609652238,1.6021887159533075,0.8251493094438223,121.68,16.07,146.62,152.1,21.7,17.65,1
168880,2024.0,5.0,25.0,6.0,13.15,60.98,10.14,20.13,-0.49,1.29,-0.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,122.15,11.08,33.52,70.35,15.6,23.88,1
169141,2024.0,5.0,28.0,6.0,33.12,40.49,24.88,9.22,1.69,0.01,1.37,0.7943949609652238,1.6021887159533075,0.8251493094438223,166.75,28.85,177.2,170.32,46.8,36.5,1
9636,2019.0,10.0,12.0,10.0,44.98,22.04,22.15,19.73,0.92,-0.49,2.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,115.6,18.73,149.9,74.45,17.35,4.12,1
169348,2024.0,5.0,30.0,8.0,37.3,29.85,24.45,11.32,0.49,-1.73,-0.3,0.67,1.68,0.4,152.55,11.0,177.1,140.1,14.3,12.25,1
162663,2024.0,3.0,12.0,9.0,24.21,43.92,21.17,5.66,2.2,-0.33,2.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,120.27,43.9,129.67,16.67,10.43,14.72,1
90644,2022.0,3.0,11.0,6.0,15.81,161.4,20.15,6.32,-2.35,-0.03,1.65,0.7943949609652238,1.6021887159533075,0.8251493094438223,129.2,20.17,74.93,58.1,18.65,53.9,1
13502,2019.0,11.0,20.0,9.0,55.98,16.24,15.29,8.77,-4.01,0.92,7.6,0.7943949609652238,1.6021887159533075,0.8251493094438223,109.95,57.85,158.15,107.47,48.65,52.98,1
165158,2024.0,4.0,2.0,10.0,46.27,26.03,27.19,19.77,-2.77,1.36,-0.77,0.7943949609652238,1.6021887159533075,0.8251493094438223,120.5,22.9,50.68,73.42,14.05,35.75,1
170131,2024.0,6.0,5.0,7.0,51.8,25.9,15.14,7.17,1.63,-1.56,3.29,0.7943949609652238,1.6021887159533075,0.8251493094438223,115.4,11.75,57.5,48.38,33.35,5.32,1
79539,2021.0,11.0,13.0,7.0,215.0,13.93,36.48,6.19,-2.46,-1.92,-2.93,0.7943949609652238,1.6021887159533075,0.8251493094438223,106.55,87.9,139.12,63.4,56.07,96.72,1
44203,2020.0,10.0,24.0,10.0,93.79,26.83,21.04,8.95,1.43,-1.6,-2.45,0.7943949609652238,1.6021887159533075,0.8251493094438223,149.38,23.27,66.62,97.3,15.0,65.35,1
63769,2021.0,6.0,7.0,5.0,122.34,14.32,22.17,8.03,1.89,-1.66,-1.32,0.7943949609652238,1.6021887159533075,0.8251493094438223,107.88,23.17,47.85,39.25,16.6,28.35,1
78706,2021.0,11.0,6.0,8.0,159.23,18.72,24.7,10.93,-2.35,0.14,-3.51,0.7943949609652238,1.6021887159533075,0.8251493094438223,137.62,40.83,107.98,89.78,30.1,70.97,1
167477,2024.0,5.0,1.0,5.0,25.8,52.99,28.65,8.94,1.44,-2.41,-0.38,0.7943949609652238,1.6021887159533075,0.8251493094438223,111.08,6.55,115.65,46.73,10.43,4.3,1
22050,2020.0,2.0,10.0,11.0,28.81,20.68,21.98,11.11,0.41,-0.61,1.25,0.7943949609652238,1.6021887159533075,0.8251493094438223,143.95,25.67,119.55,69.6,12.82,20.75,1
46554,2020.0,11.0,24.0,8.0,101.17,3.58,26.11,20.69,3.96,-1.45,-0.69,0.7943949609652238,1.6021887159533075,0.8251493094438223,142.35,69.8,137.43,110.38,66.22,44.42,1
170715,2024.0,6.0,13.0,12.0,21.91,52.46,21.21,7.76,-0.5,-1.55,0.34,0.7943949609652238,1.6021887159533075,0.8251493094438223,148.3,12.0,155.0,150.93,13.95,12.18,1
83342,2021.0,12.0,20.0,8.0,138.13,8.9,29.21,5.24,0.35,1.28,-1.21,0.7943949609652238,1.6021887159533075,0.8251493094438223,107.88,23.05,72.63,71.07,28.67,12.85,1
12679,2019.0,11.0,12.0,7.0,22.23,79.24,23.76,7.62,3.22,0.11,0.63,0.7943949609652238,1.6021887159533075,0.8251493094438223,161.78,28.73,167.2,160.8,54.88,41.72,1
79200,2021.0,11.0,9.0,9.0,154.34,9.8,24.39,5.56,5.42,-1.64,-2.85,0.7943949609652238,1.6021887159533075,0.8251493094438223,125.1,13.48,94.72,82.22,13.67,26.85,1
43034,2020.0,10.0,10.0,6.0,100.41,4.56,22.95,18.49,-1.59,-0.07,-4.42,0.7943949609652238,1.6021887159533075,0.8251493094438223,119.88,38.88,147.1,139.18,34.52,54.15,1
80670,2021.0,11.0,26.0,6.0,131.22,5.15,34.69,16.18,1.17,-2.78,-2.18,0.7943949609652238,1.6021887159533075,0.8251493094438223,136.32,53.85,42.25,42.0,113.05,42.73,1
67496,2021.0,7.0,13.0,21.0,222.17,14.48,38.41,18.54,-2.09,0.78,-3.73,0.7943949609652238,1.6021887159533075,0.8251493094438223,143.55,73.15,8.3,13.55,16.5,23.72,1
22333,2020.0,2.0,12.0,6.0,50.76,27.75,27.65,6.69,5.01,-1.81,2.62,0.7943949609652238,1.6021887159533075,0.8251493094438223,107.4,46.18,104.1,66.2,40.28,26.07,1
54769,2021.0,3.0,7.0,10.0,124.03,26.49,22.05,13.85,-0.02,-1.74,-3.23,0.7943949609652238,1.6021887159533075,0.8251493094438223,122.72,41.4,69.88,86.07,42.0,30.6,1
78253,2021.0,11.0,1.0,6.0,125.98,18.22,32.82,8.24,1.68,-0.8,-0.12,0.7943949609652238,1.6021887159533075,0.8251493094438223,110.32,52.6,60.88,25.85,115.62,119.72,1
14744,2019.0,12.0,2.0,11.0,19.14,55.77,27.01,18.89,2.17,-1.4,0.46,0.7943949609652238,1.6021887159533075,0.8251493094438223,126.27,38.02,89.55,120.95,16.82,17.9,1
92263,2022.0,3.0,27.0,5.0,132.86,29.8,20.69,5.14,2.36,-1.66,1.37,0.7943949609652238,1.6021887159533075,0.8251493094438223,129.25,32.03,77.73,77.73,54.15,15.85,1
47739,2020.0,12.0,4.0,9.0,114.88,35.39,28.82,8.04,2.54,-1.0,-2.38,0.7943949609652238,1.6021887159533075,0.8251493094438223,117.28,52.07,148.52,171.4,60.27,39.92,1
26239,2020.0,3.0,23.0,13.0,32.19,122.62,9.05,9.35,-2.28,2.16,1.72,0.7943949609652238,1.6021887159533075,0.8251493094438223,134.2,20.05,59.73,94.28,16.45,15.9,1
129015,2023.0,3.0,30.0,9.0,112.59,41.13,33.0,8.39,1.9,-1.18,0.65,0.7943949609652238,1.6021887159533075,0.8251493094438223,112.05,16.57,66.25,36.95,5.65,9.2,1
170685,2024.0,6.0,13.0,7.0,26.26,36.8,19.11,7.24,2.03,-1.55,0.83,0.41,1.05,0.4,124.45,9.72,136.53,120.33,14.8,13.6,1
10931,2019.0,10.0,26.0,9.0,49.89,27.7,19.29,6.41,1.58,-1.06,0.39,0.7943949609652238,1.6021887159533075,0.8251493094438223,186.1,18.25,165.95,97.4,25.93,10.75,1
13592,2019.0,11.0,21.0,8.0,53.07,42.13,15.05,17.82,1.97,-0.95,2.86,2.52,2.02,1.25,117.05,78.35,135.93,45.22,120.02,145.07,1
36553,2020.0,8.0,1.0,8.0,29.5,79.04,33.14,5.38,1.09,-0.38,3.29,0.23,1.38,0.16,105.58,7.97,97.1,14.97,13.93,17.1,1
22817,2020.0,2.0,17.0,9.0,89.33,11.34,29.83,13.82,2.75,0.54,2.59,0.77,0.18,4.25,135.25,23.8,133.6,74.03,32.52,29.15,1
43479,2020.0,10.0,17.0,9.0,133.34,14.16,30.46,13.35,2.75,-1.4,-1.28,0.7943949609652238,1.6021887159533075,0.8251493094438223,134.35,19.5,59.6,178.95,12.43,42.27,1
167597,2024.0,5.0,6.0,5.0,40.47,49.86,15.38,7.24,2.16,-0.88,-1.36,0.7943949609652238,1.6021887159533075,0.8251493094438223,132.3,10.68,145.12,166.75,27.77,23.4,1
30902,2020.0,5.0,22.0,7.0,36.85,111.11,18.24,16.07,-2.88,1.36,-0.14,0.44,2.19,0.2,145.15,17.35,156.73,152.35,18.83,11.73,1
151969,2023.0,11.0,26.0,20.0,4.07,100.24,20.39,16.34,-0.28,-0.52,0.49,0.7943949609652238,1.6021887159533075,0.8251493094438223,105.7,33.42,7.2,5.5,85.93,41.55,1
12686,2019.0,11.0,12.0,9.0,12.72,97.51,23.53,7.73,3.74,-0.75,0.75,0.7943949609652238,1.6021887159533075,0.8251493094438223,157.3,37.33,166.65,127.6,30.67,49.1,1
79536,2021.0,11.0,13.0,6.0,223.31,13.68,34.82,6.51,-1.31,-1.04,-4.29,0.7943949609652238,1.6021887159533075,0.8251493094438223,131.33,41.05,89.08,63.38,70.25,40.92,1
67807,2021.0,7.0,16.0,7.0,141.15,14.24,27.72,13.29,3.1,-2.46,-1.4,0.7943949609652238,1.6021887159533075,0.8251493094438223,111.1,13.98,66.05,18.65,21.85,10.67,1
89919,2022.0,3.0,2.0,7.0,63.18,101.39,31.95,11.55,1.78,-2.23,-0.49,0.7943949609652238,1.6021887159533075,0.8251493094438223,109.67,15.1,76.03,49.27,47.47,8.23,1
25730,2020.0,3.0,19.0,7.0,28.92,95.27,25.42,6.71,1.34,-1.9,1.9,0.73,1.26,0.58,157.53,30.35,104.85,102.83,33.1,14.0,1
65684,2021.0,6.0,27.0,9.0,189.96,12.77,40.06,12.97,0.4,0.73,-1.53,0.76,1.38,0.55,119.62,15.82,26.75,62.33,6.8,12.78,1
21397,2020.0,2.0,4.0,10.0,34.93,28.41,17.58,5.66,-1.49,-0.06,4.06,0.7943949609652238,1.6021887159533075,0.8251493094438223,143.08,55.3,96.7,169.4,26.25,45.5,1
162476,2024.0,3.0,11.0,6.0,0.01,171.22,11.3,8.09,0.58,-0.62,0.2,0.7943949609652238,1.6021887159533075,0.8251493094438223,153.4,35.42,141.53,99.35,44.9,57.0,1
62038,2021.0,5.0,22.0,11.0,139.69,12.11,22.85,18.52,2.71,-2.36,-0.79,0.7943949609652238,1.6021887159533075,0.8251493094438223,113.8,18.55,62.9,111.88,8.73,65.2,1
10211,2019.0,10.0,16.0,11.0,1.17,87.15,26.11,20.14,2.27,-0.57,1.8,0.7943949609652238,1.6021887159533075,0.8251493094438223,147.18,17.85,86.9,144.8,12.83,32.27,1
59637,2021.0,4.0,27.0,9.0,134.71,12.94,31.6,7.15,2.72,-1.17,-3.06,0.7943949609652238,1.6021887159533075,0.8251493094438223,136.35,10.97,166.73,97.22,17.6,4.5,1
160667,2024.0,2.0,18.0,11.0,1.64,68.27,26.27,20.98,-0.41,0.13,-0.85,0.7943949609652238,1.6021887159533075,0.8251493094438223,176.0,32.5,12.92,101.5,37.95,53.75,1
46561,2020.0,11.0,24.0,9.0,165.84,34.32,25.81,21.67,3.56,-0.82,-1.11,0.7943949609652238,1.6021887159533075,0.8251493094438223,169.68,69.35,91.88,173.0,37.58,54.92,1
10068,2019.0,10.0,15.0,10.0,23.1,29.2,28.84,16.4,1.68,-1.12,0.73,0.7943949609652238,1.6021887159533075,0.8251493094438223,130.72,21.58,150.8,112.07,16.43,9.3,1
10821,2019.0,10.0,24.0,7.0,21.51,64.91,6.53,8.96,-2.48,2.64,6.54,0.7943949609652238,1.6021887159533075,0.8251493094438223,106.45,35.6,150.23,62.0,36.83,41.85,1
93078,2022.0,4.0,8.0,6.0,121.56,53.12,14.31,21.45,0.2,0.71,2.09,0.7943949609652238,1.6021887159533075,0.8251493094438223,131.68,38.75,146.77,103.22,25.43,103.05,1
44920,2020.0,11.0,8.0,9.0,110.56,12.97,16.26,8.7,0.83,-1.14,-0.66,0.7943949609652238,1.6021887159533075,0.8251493094438223,164.35,31.32,80.03,178.28,90.95,47.15,1
93077,2022.0,4.0,8.0,5.0,121.57,54.07,13.84,21.45,0.67,0.51,1.22,0.7943949609652238,1.6021887159533075,0.8251493094438223,146.77,25.43,103.22,89.53,103.05,36.35,1
43854,2020.0,10.0,20.0,6.0,210.73,41.24,25.81,11.35,-3.48,1.56,-2.7,0.7943949609652238,1.6021887159533075,0.8251493094438223,120.12,61.28,91.42,38.25,56.75,35.4,1
30655,2020.0,5.0,19.0,6.0,113.9,39.91,29.57,16.33,1.96,-0.02,0.43,0.7943949609652238,1.6021887159533075,0.8251493094438223,169.07,26.25,104.57,167.55,35.2,26.95,1
12123,2019.0,11.0,6.0,6.0,15.21,120.5,10.95,7.41,-1.98,-0.13,1.05,0.7943949609652238,1.6021887159533075,0.8251493094438223,126.4,55.15,35.83,35.73,49.0,78.62,1
80400,2021.0,11.0,22.0,6.0,132.61,12.47,17.09,20.91,2.91,-2.1,-1.03,0.7943949609652238,1.6021887159533075,0.8251493094438223,108.9,13.32,79.9,66.17,22.38,13.2,1
161292,2024.0,2.0,23.0,12.0,37.73,26.07,8.74,19.89,-3.85,0.71,-1.36,0.7943949609652238,1.6021887159533075,0.8251493094438223,109.47,16.73,136.45,13.45,9.18,11.05,1
29532,2020.0,5.0,1.0,9.0,18.95,79.21,28.51,5.83,-4.31,0.78,3.94,0.3,2.7,0.11,131.07,7.35,80.1,20.85,8.68,4.52,1
25742,2020.0,3.0,19.0,8.0,21.46,106.47,26.52,6.64,2.45,-2.41,2.11,0.7943949609652238,1.6021887159533075,0.8251493094438223,117.42,14.62,91.98,51.95,20.9,13.1,1
96194,2022.0,5.0,10.0,12.0,138.33,69.92,18.92,6.06,1.65,-1.85,-1.66,0.7943949609652238,1.6021887159533075,0.8251493094438223,110.22,63.1,115.05,97.9,11.57,23.65,1
163767,2024.0,3.0,22.0,10.0,14.64,78.78,12.48,8.15,1.06,-0.9,-0.13,0.7943949609652238,1.6021887159533075,0.8251493094438223,170.02,25.95,87.12,142.38,9.68,38.0,1
62695,2021.0,5.0,27.0,9.0,203.74,38.98,22.38,21.34,-2.67,2.35,-1.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,154.12,7.88,121.83,122.0,16.48,10.4,1
100771,2022.0,6.0,24.0,7.0,115.37,38.83,11.29,5.01,0.5,-0.26,-0.12,0.97,2.3,0.42,162.02,12.27,99.93,124.48,29.88,7.38,1
124758,2023.0,2.0,19.0,9.0,63.55,33.96,20.7,22.22,1.7,2.19,1.91,0.84,1.13,0.74,116.32,26.03,152.25,38.48,46.7,24.83,1
42895,2020.0,10.0,8.0,10.0,73.52,5.77,17.68,20.72,-0.78,-0.23,-0.86,0.7943949609652238,1.6021887159533075,0.8251493094438223,134.72,21.1,119.88,60.77,11.85,10.8,1
122273,2023.0,1.0,19.0,10.0,33.9,65.41,24.06,6.38,1.81,-1.88,-0.87,0.7943949609652238,1.6021887159533075,0.8251493094438223,125.32,25.6,51.53,72.92,37.7,13.2,1
80261,2021.0,11.0,21.0,8.0,138.37,10.95,22.7,21.54,-0.84,0.36,-2.77,0.43,2.31,0.19,125.28,13.75,90.25,76.98,17.88,9.02,1
167519,2024.0,5.0,1.0,14.0,0.19,85.76,28.52,7.64,1.55,-1.88,2.07,0.7943949609652238,1.6021887159533075,0.8251493094438223,105.42,41.62,59.28,121.53,60.02,12.78,1
43720,2020.0,10.0,19.0,6.0,121.52,19.13,31.72,10.61,0.68,-0.55,-1.95,0.7943949609652238,1.6021887159533075,0.8251493094438223,135.68,33.53,64.45,142.32,19.18,50.53,1
167821,2024.0,5.0,12.0,10.0,30.89,55.83,19.78,14.49,0.45,-0.88,-0.85,0.7943949609652238,1.6021887159533075,0.8251493094438223,151.35,13.68,171.77,189.43,27.22,11.38,1
167800,2024.0,5.0,12.0,6.0,31.92,72.56,16.55,14.55,0.83,-1.39,-1.0,0.7943949609652238,1.6021887159533075,0.8251493094438223,137.6,16.82,123.38,62.97,10.5,24.88,1
116548,2022.0,11.0,24.0,10.0,4.78,76.02,12.63,18.47,-1.59,-0.61,1.64,0.7943949609652238,1.6021887159533075,0.8251493094438223,106.55,16.25,28.77,60.75,17.7,13.65,1
115718,2022.0,11.0,15.0,10.0,87.91,107.06,31.05,18.58,2.61,2.33,3.78,0.7943949609652238,1.6021887159533075,0.8251493094438223,137.53,49.55,106.62,72.12,26.32,72.55,1
65705,2021.0,6.0,27.0,12.0,275.13,12.54,38.53,12.94,-0.77,1.03,-1.58,0.7943949609652238,1.6021887159533075,0.8251493094438223,112.9,26.52,27.77,52.6,6.35,13.27,1
76148,2021.0,10.0,13.0,6.0,246.74,16.5,38.13,15.64,2.25,-1.97,-1.08,0.7943949609652238,1.6021887159533075,0.8251493094438223,110.67,36.35,125.9,93.3,21.25,53.28,1
77683,2021.0,10.0,27.0,11.0,122.43,50.01,37.59,7.46,4.02,-2.33,-1.28,0.7943949609652238,1.6021887159533075,0.8251493094438223,123.95,17.27,61.42,116.7,71.57,23.62,1
44081,2020.0,10.0,22.0,8.0,116.97,87.97,19.73,10.58,0.81,-0.27,-2.24,1.25,2.78,0.45,120.2,32.17,97.47,186.5,54.98,43.05,1
99884,2022.0,6.0,16.0,6.0,37.86,107.53,27.54,8.01,3.35,-1.32,0.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,128.38,29.3,84.75,86.78,16.12,28.7,1
45561,2020.0,11.0,13.0,9.0,191.51,3.41,41.75,8.93,-0.05,-0.56,-1.05,0.7943949609652238,1.6021887159533075,0.8251493094438223,139.05,39.3,125.22,156.6,18.22,25.52,1
62677,2021.0,5.0,27.0,6.0,265.52,15.42,29.78,21.16,-4.37,-0.58,-2.22,0.7943949609652238,1.6021887159533075,0.8251493094438223,118.25,10.62,103.15,57.2,20.45,13.45,1
87226,2022.0,2.0,2.0,8.0,94.11,54.87,31.0,11.63,0.77,-0.76,0.34,0.7943949609652238,1.6021887159533075,0.8251493094438223,129.7,37.73,95.4,130.15,46.62,54.58,1
9401,2019.0,10.0,10.0,10.0,37.89,30.47,21.07,21.93,-1.94,-0.23,-0.23,0.7943949609652238,1.6021887159533075,0.8251493094438223,152.05,26.95,171.1,13.38,18.0,19.1,1
106169,2022.0,8.0,8.0,10.0,116.57,14.18,10.66,5.83,3.41,-2.78,0.76,0.7943949609652238,1.6021887159533075,0.8251493094438223,111.28,20.3,37.75,24.27,7.72,13.13,1
54750,2021.0,3.0,7.0,7.0,113.25,60.67,22.16,13.74,1.58,-1.35,-3.7,0.7943949609652238,1.6021887159533075,0.8251493094438223,133.38,41.47,74.45,94.75,17.6,43.17,1
42685,2020.0,10.0,6.0,10.0,109.84,17.8,20.67,20.55,0.07,-0.15,0.21,0.7943949609652238,1.6021887159533075,0.8251493094438223,126.0,7.92,59.62,22.8,33.0,19.38,1
161390,2024.0,2.0,27.0,10.0,0.02,94.48,19.79,14.51,1.6,0.84,2.26,0.7943949609652238,1.6021887159533075,0.8251493094438223,113.42,34.33,101.25,99.6,19.68,34.78,1
23761,2020.0,2.0,25.0,12.0,39.53,88.5,23.15,21.6,-3.49,-0.4,0.46,0.7943949609652238,1.6021887159533075,0.8251493094438223,121.83,26.4,46.45,113.9,43.88,29.2,1
84487,2022.0,1.0,2.0,11.0,130.44,3.55,32.74,12.49,2.19,-0.84,-0.86,0.7943949609652238,1.6021887159533075,0.8251493094438223,116.72,60.82,76.92,74.02,23.65,71.88,1
10186,2019.0,10.0,16.0,6.0,24.51,43.16,29.01,19.59,-0.21,-1.8,0.78,0.7943949609652238,1.6021887159533075,0.8251493094438223,137.75,30.38,59.4,51.85,15.27,28.62,1
57779,2021.0,4.0,11.0,5.0,122.29,6.18,34.14,18.18,0.88,-0.62,-1.32,0.7943949609652238,1.6021887159533075,0.8251493094438223,105.12,17.7,142.9,83.2,51.8,14.72,1
163781,2024.0,3.0,22.0,12.0,42.01,45.98,10.76,7.0,0.69,-2.31,-2.96,0.7943949609652238,1.6021887159533075,0.8251493094438223,184.8,24.75,15.95,165.55,29.48,26.93,1
166493,2024.0,4.0,18.0,5.0,20.88,54.6,25.74,6.6,1.0,-1.81,-0.93,0.7943949609652238,1.6021887159533075,0.8251493094438223,116.05,9.78,30.32,99.48,21.47,15.95,1
169344,2024.0,5.0,30.0,8.0,25.05,48.3,24.84,11.14,0.1,-1.76,2.45,0.75,2.54,0.3,130.03,24.27,111.85,140.88,5.42,13.65,1
169907,2024.0,6.0,3.0,7.0,1.63,84.11,25.84,8.12,0.67,-0.96,2.18,0.7943949609652238,1.6021887159533075,0.8251493094438223,181.63,14.35,79.65,96.12,2.47,14.5,1
161911,2024.0,3.0,5.0,5.0,17.69,60.89,24.49,7.92,1.8,-1.55,0.36,0.7943949609652238,1.6021887159533075,0.8251493094438223,112.47,23.8,74.72,57.02,40.83,20.38,1
10325,2019.0,10.0,20.0,8.0,0.05,86.33,18.36,18.8,2.18,-1.17,1.26,0.33,1.43,0.23,110.1,13.12,102.42,50.2,17.12,4.4,1
171028,2024.0,6.0,15.0,14.0,16.28,59.6,25.69,7.18,1.26,-1.06,3.0,0.7943949609652238,1.6021887159533075,0.8251493094438223,106.67,23.68,110.4,46.2,16.18,57.45,1
67961,2021.0,7.0,17.0,6.0,187.81,13.73,33.19,8.44,1.39,-2.05,-1.6,0.7943949609652238,1.6021887159533075,0.8251493094438223,121.67,17.8,14.77,34.28,10.88,18.63,1
91295,2022.0,3.0,17.0,11.0,46.05,93.84,32.08,8.27,-2.72,1.15,1.22,0.7943949609652238,1.6021887159533075,0.8251493094438223,173.48,22.6,115.1,89.3,42.73,8.4,1
167829,2024.0,5.0,12.0,11.0,46.7,34.12,22.26,14.34,1.23,-0.41,0.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,192.1,25.42,106.98,155.05,30.2,14.7,1
8358,2019.0,10.0,3.0,7.0,22.63,70.6,25.89,15.57,-1.47,0.74,0.19,0.7943949609652238,1.6021887159533075,0.8251493094438223,111.85,23.9,61.65,93.95,26.58,15.73,1
54601,2021.0,3.0,6.0,10.0,185.53,22.42,27.76,8.64,3.48,-1.94,-3.49,0.7943949609652238,1.6021887159533075,0.8251493094438223,106.98,31.62,104.6,62.55,31.3,15.2,1
113057,2022.0,10.0,17.0,10.0,34.14,81.85,29.11,8.79,0.88,-0.09,0.46,0.7943949609652238,1.6021887159533075,0.8251493094438223,135.2,14.03,39.65,79.55,8.4,15.6,1
162073,2024.0,3.0,7.0,9.0,24.21,42.75,13.22,4.74,2.32,-1.24,-0.65,0.7943949609652238,1.6021887159533075,0.8251493094438223,124.68,11.68,15.3,122.25,13.75,14.2,1
62423,2021.0,5.0,25.0,7.0,134.19,18.6,17.48,20.18,-1.01,0.66,-2.19,0.53,0.81,0.66,123.73,6.08,120.28,38.52,21.85,1.6,1
157074,2024.0,1.0,14.0,11.0,3.18,101.78,24.46,9.74,0.7,-0.93,-0.55,0.7943949609652238,1.6021887159533075,0.8251493094438223,135.1,42.4,91.75,13.82,26.88,72.15,1
95677,2022.0,5.0,5.0,10.0,88.77,110.3,22.01,9.4,1.63,-0.99,-0.88,0.7943949609652238,1.6021887159533075,0.8251493094438223,148.7,18.35,142.35,169.75,47.2,19.48,1
65080,2021.0,6.0,22.0,8.0,162.69,12.37,22.41,9.8,0.92,-0.79,-2.47,0.7943949609652238,1.6021887159533075,0.8251493094438223,135.02,5.6,107.42,120.78,12.5,17.0,1
92115,2022.0,3.0,25.0,7.0,100.5,39.71,16.67,5.37,-0.17,-0.04,-0.13,0.57,0.81,0.71,164.6,29.9,73.65,102.17,16.23,50.52,1
93901,2022.0,4.0,16.0,12.0,61.33,92.97,31.48,15.88,-1.7,-0.19,-0.99,0.7943949609652238,1.6021887159533075,0.8251493094438223,117.05,13.38,85.97,153.32,59.75,9.48,1
11366,2019.0,10.0,31.0,8.0,9.3,115.51,28.3,6.18,2.44,-0.68,0.97,0.7943949609652238,2.66,0.8251493094438223,111.88,27.88,98.18,50.08,63.55,16.88,1
93879,2022.0,4.0,16.0,7.0,75.21,99.69,36.6,18.03,-2.1,0.45,-0.52,0.55,0.26,2.14,160.25,23.05,134.12,99.72,20.95,13.47,1
61734,2021.0,5.0,16.0,5.0,222.5,7.61,37.07,9.57,-0.15,-1.54,-1.98,0.7943949609652238,1.6021887159533075,0.8251493094438223,147.07,33.5,81.07,121.88,11.65,37.25,1
12797,2019.0,11.0,13.0,8.0,23.8,61.88,31.15,7.34,-1.18,-1.92,-2.5,0.7943949609652238,1.6021887159533075,0.8251493094438223,174.22,70.28,1.18,155.75,23.92,25.7,1
86924,2022.0,1.0,29.0,11.0,48.74,56.83,30.94,6.82,-0.27,-1.32,1.82,0.7943949609652238,1.6021887159533075,0.8251493094438223,136.88,31.88,77.32,124.33,25.7,63.77,1
57068,2021.0,4.0,5.0,13.0,152.0,23.82,28.32,20.91,4.33,-0.79,-1.58,0.7943949609652238,1.6021887159533075,0.8251493094438223,132.52,33.73,84.22,185.75,62.68,29.1,1
57253,2021.0,4.0,7.0,8.0,137.03,10.63,19.63,20.69,3.94,-0.56,-1.8,0.7943949609652238,1.6021887159533075,0.8251493094438223,156.53,23.65,83.6,74.78,5.2,19.6,1
168176,2024.0,5.0,18.0,11.0,26.24,38.76,25.23,20.94,-1.86,-0.34,-0.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,121.0,13.05,113.78,157.93,37.62,9.2,1
30892,2020.0,5.0,22.0,5.0,48.54,119.62,17.1,18.13,-3.85,1.62,-0.48,0.7943949609652238,1.6021887159533075,0.8251493094438223,177.98,38.33,152.3,169.0,32.15,29.05,1
95797,2022.0,5.0,6.0,9.0,78.33,75.64,25.76,13.08,1.98,-1.11,-0.38,0.7943949609652238,1.6021887159533075,0.8251493094438223,165.5,16.75,139.5,92.15,41.2,26.8,1
56240,2021.0,3.0,27.0,9.0,166.62,19.44,29.15,5.66,0.34,1.48,-1.46,0.7943949609652238,1.6021887159533075,0.8251493094438223,115.28,23.5,102.7,103.75,20.55,29.93,1
